wkurz;beznr;bezname;ptname;ptlang;listenplatz;gesamt;unguel;gueltig;stimmen;sprengelanzahl
NR2006;1500;Wetzelsdorf;ÖVP;Österreichische Volkspartei;1;6781;59;6722;1709;15
NR2006;1500;Wetzelsdorf;SPÖ;Sozialdemokratische Partei Österreichs;2;6781;59;6722;2520;15
NR2006;1500;Wetzelsdorf;FPÖ;Freiheitliche Partei Österreichs;3;6781;59;6722;1001;15
NR2006;1500;Wetzelsdorf;GRÜNE;Die Grünen - Die Grüne Alternative;4;6781;59;6722;787;15
NR2006;1500;Wetzelsdorf;BZÖ;BZÖ-Mag. Ewald Stadler;5;6781;59;6722;311;15
NR2006;1500;Wetzelsdorf;KPÖ;Kommunistische Partei Österreichs;6;6781;59;6722;257;15
NR2006;1500;Wetzelsdorf;MATIN;Liste Dr. Martin - Für Demokratie, Kontrolle, Gerechtigkeit;7;6781;59;6722;137;15
NR2006;1600;Straßgang;ÖVP;Österreichische Volkspartei;1;6678;94;6584;1985;14
NR2006;1600;Straßgang;SPÖ;Sozialdemokratische Partei Österreichs;2;6678;94;6584;2475;14
NR2006;1600;Straßgang;FPÖ;Freiheitliche Partei Österreichs;3;6678;94;6584;877;14
NR2006;1600;Straßgang;GRÜNE;Die Grünen - Die Grüne Alternative;4;6678;94;6584;671;14
NR2006;1600;Straßgang;BZÖ;BZÖ-Mag. Ewald Stadler;5;6678;94;6584;272;14
NR2006;1600;Straßgang;KPÖ;Kommunistische Partei Österreichs;6;6678;94;6584;189;14
NR2006;1600;Straßgang;MATIN;Liste Dr. Martin - Für Demokratie, Kontrolle, Gerechtigkeit;7;6678;94;6584;115;14
NR2006;1700;Puntigam;ÖVP;Österreichische Volkspartei;1;3108;31;3077;869;7
NR2006;1700;Puntigam;SPÖ;Sozialdemokratische Partei Österreichs;2;3108;31;3077;1072;7
NR2006;1700;Puntigam;FPÖ;Freiheitliche Partei Österreichs;3;3108;31;3077;514;7
NR2006;1700;Puntigam;GRÜNE;Die Grünen - Die Grüne Alternative;4;3108;31;3077;302;7
NR2006;1700;Puntigam;BZÖ;BZÖ-Mag. Ewald Stadler;5;3108;31;3077;141;7
NR2006;1700;Puntigam;KPÖ;Kommunistische Partei Österreichs;6;3108;31;3077;108;7
NR2006;1700;Puntigam;MATIN;Liste Dr. Martin - Für Demokratie, Kontrolle, Gerechtigkeit;7;3108;31;3077;71;7
NR2006;2800;Wahlkarten - Wahllokale;ÖVP;Österreichische Volkspartei;1;2040;47;1993;792;9
NR2006;2800;Wahlkarten - Wahllokale;SPÖ;Sozialdemokratische Partei Österreichs;2;2040;47;1993;644;9
NR2006;2800;Wahlkarten - Wahllokale;FPÖ;Freiheitliche Partei Österreichs;3;2040;47;1993;152;9
NR2006;2800;Wahlkarten - Wahllokale;GRÜNE;Die Grünen - Die Grüne Alternative;4;2040;47;1993;277;9
NR2006;2800;Wahlkarten - Wahllokale;BZÖ;BZÖ-Mag. Ewald Stadler;5;2040;47;1993;50;9
NR2006;2800;Wahlkarten - Wahllokale;KPÖ;Kommunistische Partei Österreichs;6;2040;47;1993;56;9
NR2006;2800;Wahlkarten - Wahllokale;MATIN;Liste Dr. Martin - Für Demokratie, Kontrolle, Gerechtigkeit;7;2040;47;1993;22;9
NR2006;2900;Heil- und Pflegeanstalten;ÖVP;Österreichische Volkspartei;1;507;12;495;211;11
NR2006;2900;Heil- und Pflegeanstalten;SPÖ;Sozialdemokratische Partei Österreichs;2;507;12;495;170;11
NR2006;2900;Heil- und Pflegeanstalten;FPÖ;Freiheitliche Partei Österreichs;3;507;12;495;50;11
NR2006;2900;Heil- und Pflegeanstalten;GRÜNE;Die Grünen - Die Grüne Alternative;4;507;12;495;22;11
NR2006;2900;Heil- und Pflegeanstalten;BZÖ;BZÖ-Mag. Ewald Stadler;5;507;12;495;13;11
NR2006;2900;Heil- und Pflegeanstalten;KPÖ;Kommunistische Partei Österreichs;6;507;12;495;22;11
NR2006;2900;Heil- und Pflegeanstalten;MATIN;Liste Dr. Martin - Für Demokratie, Kontrolle, Gerechtigkeit;7;507;12;495;7;11
